ResponseID,V2,V3,V4,V5,V6,V7,V8,V9,V10,Consent,S-N-G-No,N-G-No-Time1_1,N-G-No-Time1_2,N-G-No-Time1_3,N-G-No-Time1_4,T-N-G-No,N-G-No-Time2_1,N-G-No-Time2_2,N-G-No-Time2_3,N-G-No-Time2_4,G-N-G-No,N-G-No-Time3_1,N-G-No-Time3_2,N-G-No-Time3_3,N-G-No-Time3_4,S-N-B-No,N-B-No-Time1_1,N-B-No-Time1_2,N-B-No-Time1_3,N-B-No-Time1_4,T-N-B-No,N-B-No-Time2_1,N-B-No-Time2_2,N-B-No-Time2_3,N-B-No-Time2_4,G-N-B-No,N-B-No-Time3_1,N-B-No-Time3_2,N-B-No-Time3_3,N-B-No-Time3_4,S-N-G-Ms,N-G-Ms-Time1_1,N-G-Ms-Time1_2,N-G-Ms-Time1_3,N-G-Ms-Time1_4,T-N-G-Ms,N-G-Ms-Time2_1,N-G-Ms-Time2_2,N-G-Ms-Time2_3,N-G-Ms-Time2_4,G-N-G-Ms,N-G-Ms-Time3_1,N-G-Ms-Time3_2,N-G-Ms-Time3_3,N-G-Ms-Time3_4,S-N-B-Ms,N-B-Ms-Time1_1,N-B-Ms-Time1_2,N-B-Ms-Time1_3,N-B-Ms-Time1_4,T-N-B-Ms,N-B-Ms-Time2_1,N-B-Ms-Time2_2,N-B-Ms-Time2_3,N-B-Ms-Time2_4,G-N-B-Ms,Q90_1,Q90_2,Q90_3,Q90_4,S-M-G-No,M-G-No-Time1_1,M-G-No-Time1_2,M-G-No-Time1_3,M-G-No-Time1_4,T-M-G-No,M-G-No-Time2_1,M-G-No-Time2_2,M-G-No-Time2_3,M-G-No-Time2_4,G-M-G-No,M-G-No-Time3_1,M-G-No-Time3_2,M-G-No-Time3_3,M-G-No-Time3_4,S-M-B-No,M-B-No-Time1_1,M-B-No-Time1_2,M-B-No-Time1_3,M-B-No-Time1_4,T-M-B-No,M-B-No-Time2_1,M-B-No-Time2_2,M-B-No-Time2_3,M-B-No-Time2_4,G-M-B-No,M-B-No-Time3_1,M-B-No-Time3_2,M-B-No-Time3_3,M-B-No-Time3_4,S-M-G-Ms,M-G-Ms-Time1_1,M-G-Ms-Time1_2,M-G-Ms-Time1_3,M-G-Ms-Time1_4,T-M-G-Ms,M-G-Ms-Time2_1,M-G-Ms-Time2_2,M-G-Ms-Time2_3,M-G-Ms-Time2_4,G-M-G-Ms,M-G-Ms-Time3_1,M-G-Ms-Time3_2,M-G-Ms-Time3_3,M-G-Ms-Time3_4,S-M-B-Ms,M-B-Ms-Time1_1,M-B-Ms-Time1_2,M-B-Ms-Time1_3,M-B-Ms-Time1_4,T-M-B-Ms,M-B-Ms-Time2_1,M-B-Ms-Time2_2,M-B-Ms-Time2_3,M-B-Ms-Time2_4,G-M-B-Ms,M-B-Ms-Time3_1,M-B-Ms-Time3_2,M-B-Ms-Time3_3,M-B-Ms-Time3_4,DemoInstr,age,gender,ethnicity,ethnicity_TEXT,education,ses,DO-BR-FL_14,DO-BL-Non-moral-Good-Nomentalstates,DO-BL-Non-moral-Bad-Nomentalstates,DO-BL-Non-moral-Good-Mentalstates,DO-BL-Non-moral-Bad-Mentalstates,DO-BL-Moral-Good-Nomentalstates,DO-BL-Moral-Bad-Nomentalstates,DO-BL-Moral-Good-Mentalstates,DO-BL-Moral-Bad-Mentalstates,LocationLatitude,LocationLongitude,LocationAccuracy
R_6qWfb9MdqgqBdf3,Default Response Set,Anonymous,,,107.77.97.95,0,8/15/2016 14:32,8/15/2016 14:34,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,37.212,37.212,42.104,1,6,20.929,20.929,22.091,1,6,24.358,24.358,25.372,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,2,5,,5,5,Non-moral - Good - Mental states,,,G-N-G-Ms|N-G-Ms-Time1|T-N-G-Ms|N-G-Ms-Time2|S-N-G-Ms|N-G-Ms-Time3,,,,,,47.60620117,-122.3320999,-1
R_DvCnvqy5NVb9Kvf,Default Response Set,Anonymous,,,24.183.42.70,0,8/15/2016 14:31,8/15/2016 14:34,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8.314,54.072,55.013,3,7,3.385,41.335,42.393,3,7,2.715,39.173,40.245,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1,5,,3,5,Non-moral - Good - Mental states,,,S-N-G-Ms|N-G-Ms-Time1|T-N-G-Ms|N-G-Ms-Time2|G-N-G-Ms|N-G-Ms-Time3,,,,,,42.83500671,-90.15679932,-1
R_2c8EiUiWO0q8mqO,Default Response Set,Anonymous,,,104.62.94.17,0,8/15/2016 14:28,8/15/2016 14:34,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.155,30.321,30.948,3,1,309.851,309.851,310.412,1,1,20.886,20.886,22.355,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,1,3,,5,5,Moral - Bad - No mental states,,,,,,G-M-B-No|M-B-No-Time1|T-M-B-No|M-B-No-Time2|S-M-B-No|M-B-No-Time3,,,33.61990356,-117.6119003,-1
R_yUBnq790G3ZsX1n,Default Response Set,Anonymous,,,65.206.16.35,0,8/15/2016 14:31,8/15/2016 14:34,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3.999,46.377,46.908,16,5,75.659,104.858,105.222,16,5,1.276,21.318,22.394,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,5,,5,5,Non-moral - Bad - Mental states,,,,S-N-B-Ms|N-B-Ms-Time1|G-N-B-Ms|N-B-Ms-Time2|T-N-B-Ms|Q90,,,,,40.7808075,-73.97720337,-1
R_27rjlhS7lXiPJAw,Default Response Set,Anonymous,,,184.203.187.178,0,8/15/2016 14:33,8/15/2016 14:34,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6.814,6.814,15.962,1,7,3.798,7.243,7.938,2,7,8.552,8.552,11.226,1,,,,,,,,,,,,,,,,,37,2,1,,4,6,Moral - Good - Mental states,,,,,,,T-M-G-Ms|M-G-Ms-Time1|G-M-G-Ms|M-G-Ms-Time2|S-M-G-Ms|M-G-Ms-Time3,,29.65440369,-95.52269745,-1
R_2c75spFBmZMLcNb,Default Response Set,Anonymous,,,75.132.218.9,0,8/15/2016 14:32,8/15/2016 14:34,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,29.909,29.909,30.721,1,7,22.091,22.091,25.047,1,7,11.182,11.182,56.922,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2,5,,5,6,Non-moral - Good - Mental states,,,G-N-G-Ms|N-G-Ms-Time1|T-N-G-Ms|N-G-Ms-Time2|S-N-G-Ms|N-G-Ms-Time3,,,,,,38.51210022,-89.89980316,-1
R_3EsYeAio5ja9oU2,Default Response Set,Anonymous,,,65.25.229.69,0,8/15/2016 14:34,8/15/2016 14:34,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.354,1.354,2.214,1,4,2.785,2.785,3.801,1,4,1.153,1.474,2.146,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,5,,2,9,Non-moral - Good - Mental states,,,T-N-G-Ms|N-G-Ms-Time1|S-N-G-Ms|N-G-Ms-Time2|G-N-G-Ms|N-G-Ms-Time3,,,,,,44.24530029,-88.3647995,-1
R_1nUs7FU6Q14K2No,Default Response Set,Anonymous,,,73.73.9.218,0,8/15/2016 14:28,8/15/2016 14:34,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,32.659,32.659,33.586,1,7,170.182,170.182,171.206,1,6,28.619,28.619,29.02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2,5,,4,5,Moral - Good - No mental states,,,,,S-M-G-No|M-G-No-Time1|G-M-G-No|M-G-No-Time2|T-M-G-No|M-G-No-Time3,,,,42.35949707,-88.27339935,-1
R_1GDlSk2N3ZDHg88,Default Response Set,Anonymous,,,199.192.120.6,0,8/15/2016 14:30,8/15/2016 14:34,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7.144,67.431,74.394,4,7,7.109,64.061,65.144,5,7,3.458,65.083,66.527,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,2,5,,4,8,Non-moral - Good - Mental states,,,T-N-G-Ms|N-G-Ms-Time1|G-N-G-Ms|N-G-Ms-Time2|S-N-G-Ms|N-G-Ms-Time3,,,,,,37.49389648,-82.96440125,-1
R_11d8mELK1xlu5l4,Default Response Set,Anonymous,,,170.185.49.17,0,8/15/2016 14:33,8/15/2016 14:35,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,22.769,22.769,24.624,1,3,22.157,22.157,22.972,1,4,10.642,10.642,11.569,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,5,,6,4,Moral - Good - No mental states,,,,,G-M-G-No|M-G-No-Time1|T-M-G-No|M-G-No-Time2|S-M-G-No|M-G-No-Time3,,,,37.16700745,-86.74970245,-1
R_31zN68lFxK2yfoT,Default Response Set,Anonymous,,,69.68.241.194,0,8/15/2016 14:33,8/15/2016 14:35,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4.477,12.452,13.107,4,7,4.627,7.647,8.203,3,7,4.664,39.39,39.917,18,,23,2,5,,4,8,Moral - Bad - Mental states,,,,,,,,G-M-B-Ms|M-B-Ms-Time1|T-M-B-Ms|M-B-Ms-Time2|S-M-B-Ms|M-B-Ms-Time3,28.77600098,-81.71520233,-1
R_2agHR9OXN6RkGz6,Default Response Set,Anonymous,,,74.139.12.111,0,8/15/2016 14:34,8/15/2016 14:35,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.551,19.327,20.1,3,4,10.185,10.185,11.085,1,5,18.406,18.406,19.316,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2,5,,5,7,Moral - Good - No mental states,,,,,G-M-G-No|M-G-No-Time1|S-M-G-No|M-G-No-Time2|T-M-G-No|M-G-No-Time3,,,,37.3092041,-83.05680084,-1
R_3NIAu5eQo6jp1jb,Default Response Set,Anonymous,,,170.223.207.75,0,8/15/2016 14:34,8/15/2016 14:35,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28.732,29.44,30.299,2,2,22.017,22.017,22.796,1,1,13.677,13.677,17.996,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2,3,,5,6,Moral - Bad - No mental states,,,,,,T-M-B-No|M-B-No-Time1|S-M-B-No|M-B-No-Time2|G-M-B-No|M-B-No-Time3,,,42.30589294,-71.08589935,-1
R_24iN3uxDB2oMRUS,Default Response Set,Anonymous,,,73.7.246.102,0,8/15/2016 14:33,8/15/2016 14:35,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,61.373,66.046,66.746,2,7,14.773,14.773,16.106,1,7,10.756,10.756,11.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,3,,2,8,Non-moral - Bad - Mental states,,,,S-N-B-Ms|N-B-Ms-Time1|T-N-B-Ms|N-B-Ms-Time2|G-N-B-Ms|Q90,,,,,33.49760437,-84.38069916,-1
R_1GypQqCpyWVkFT8,Default Response Set,Anonymous,,,63.73.199.69,0,8/15/2016 14:30,8/15/2016 14:35,1,1,,,,,,,,,,,,,,,,3,72.49,73.271,75.335,2,4,7.528,106.61,107.553,5,6,2.618,93.577,94.536,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2,4,,5,7,Non-moral - Bad - No mental states,,T-N-B-No|N-B-No-Time1|G-N-B-No|N-B-No-Time2|S-N-B-No|N-B-No-Time3,,,,,,,42.12860107,-87.92369843,-1
R_0xsQYKrR4qhKtsR,Default Response Set,Anonymous,,,160.39.221.35,0,8/15/2016 14:34,8/15/2016 14:36,1,1,,,,,,,,,,,,,,,,3,14.841,14.841,18.403,1,2,8.708,8.708,10.393,1,3,6.399,6.399,8.834,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2,6,mixed race,6,5,Non-moral - Bad - No mental states,,G-N-B-No|N-B-No-Time1|S-N-B-No|N-B-No-Time2|T-N-B-No|N-B-No-Time3,,,,,,,40.80059814,-73.96530151,-1
R_3F3cXxawHrudpAC,Default Response Set,Anonymous,,,72.192.6.31,0,8/15/2016 14:34,8/15/2016 14:36,1,1,7,21.579,21.579,23.573,1,6,15.148,15.148,17.305,1,6,18.617,18.617,19.405,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,5,,5,7,Non-moral - Good - No mental states,T-N-G-No|N-G-No-Time1|G-N-G-No|N-G-No-Time2|S-N-G-No|N-G-No-Time3,,,,,,,,41.36169434,-71.80239868,-1
R_39vMmzfExKwxKxz,Default Response Set,Anonymous,,,99.101.52.92,0,8/15/2016 14:33,8/15/2016 14:36,1,1,,,,,,,,,,,,,,,,1,33.561,33.561,43.935,1,2,31.968,31.968,34.405,1,4,40.809,40.809,43.573,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2,5,,5,5,Non-moral - Bad - No mental states,,G-N-B-No|N-B-No-Time1|S-N-B-No|N-B-No-Time2|T-N-B-No|N-B-No-Time3,,,,,,,25.60319519,-80.33470154,-1
R_3lLkiMpDIgBKsqv,Default Response Set,Anonymous,,,50.200.189.86,0,8/15/2016 14:34,8/15/2016 14:36,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,35.676,35.676,40.259,1,6,31.856,31.856,34.387,1,6,21.092,21.092,22.257,1,,,,,,,,,,,,,,,,,28,1,5,,5,6,Moral - Good - Mental states,,,,,,,S-M-G-Ms|M-G-Ms-Time1|T-M-G-Ms|M-G-Ms-Time2|G-M-G-Ms|M-G-Ms-Time3,,34.20350647,-84.39489746,-1
R_2X1Ixpa50WC41K6,Default Response Set,Anonymous,,,68.100.47.122,0,8/15/2016 14:34,8/15/2016 14:36,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,33.377,33.377,34.809,1,4,20.36,20.36,21.436,1,3,33.989,33.989,35.033,1,,53,1,5,,5,4,Moral - Bad - Mental states,,,,,,,,T-M-B-Ms|M-B-Ms-Time1|G-M-B-Ms|M-B-Ms-Time2|S-M-B-Ms|M-B-Ms-Time3,38.75700378,-77.1486969,-1
R_1XlRsbm6xckiqTD,Default Response Set,Anonymous,,,198.202.137.23,0,8/15/2016 14:34,8/15/2016 14:36,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,44.159,44.159,45.256,1,7,36.873,37.952,38.35,2,7,26.744,26.744,28.426,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,1,5,,3,8,Non-moral - Bad - Mental states,,,,S-N-B-Ms|N-B-Ms-Time1|G-N-B-Ms|N-B-Ms-Time2|T-N-B-Ms|Q90,,,,,37.75100708,-97.8219986,-1
R_2uUtK3zWRBzgmXv,Default Response Set,Anonymous,,,75.35.24.7,0,8/15/2016 14:35,8/15/2016 14:37,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,48.989,48.989,49.992,1,5,25.922,25.922,27.032,1,6,16.455,16.455,17.29,1,,,,,,,,,,,,,,,,,23,2,3,,5,5,Moral - Good - Mental states,,,,,,,S-M-G-Ms|M-G-Ms-Time1|G-M-G-Ms|M-G-Ms-Time2|T-M-G-Ms|M-G-Ms-Time3,,32.78770447,-96.80000305,-1
R_VVECUDtWazZaHJv,Default Response Set,Anonymous,,,71.67.137.98,0,8/15/2016 14:29,8/15/2016 14:37,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.561,275.609,278.138,6,6,6.043,70.565,72.785,3,5,7.624,48.627,50.702,3,,45,1,5,,5,4,Moral - Bad - Mental states,,,,,,,,T-M-B-Ms|M-B-Ms-Time1|G-M-B-Ms|M-B-Ms-Time2|S-M-B-Ms|M-B-Ms-Time3,39.46110535,-83.81719971,-1
R_1FtitrVmZgQpT8G,Default Response Set,Anonymous,,,70.194.226.184,0,8/15/2016 14:35,8/15/2016 14:37,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26.625,26.625,28.601,1,1,23.53,23.53,29.47,1,1,26.028,26.028,32.545,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1,5,,3,8,Moral - Bad - No mental states,,,,,,T-M-B-No|M-B-No-Time1|G-M-B-No|M-B-No-Time2|S-M-B-No|M-B-No-Time3,,,41.23880005,-81.83149719,-1
R_2rV1r25rMar81LR,Default Response Set,Anonymous,,,100.2.229.101,0,8/15/2016 14:35,8/15/2016 14:37,1,1,,,,,,,,,,,,,,,,3,1.045,54.62,55.04,3,4,28.398,29.245,29.599,2,4,36.36,36.36,39.501,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,1,1,,4,,Non-moral - Bad - No mental states,,G-N-B-No|N-B-No-Time1|T-N-B-No|N-B-No-Time2|S-N-B-No|N-B-No-Time3,,,,,,,40.69749451,-73.78690338,-1
R_1ffSEBS1UeUBLOx,Default Response Set,Anonymous,,,73.174.148.151,0,8/15/2016 14:36,8/15/2016 14:38,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6.659,16.754,19.285,2,7,18.524,42.226,46.662,2,7,13.825,26.377,43.916,3,,23,2,5,,4,9,Moral - Bad - Mental states,,,,,,,,T-M-B-Ms|M-B-Ms-Time1|S-M-B-Ms|M-B-Ms-Time2|G-M-B-Ms|M-B-Ms-Time3,41.46710205,-79.66729736,-1
R_2xK91pYTUGoE5xZ,Default Response Set,Anonymous,,,73.209.147.191,0,8/15/2016 14:36,8/15/2016 14:38,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,42.913,42.913,44.781,1,7,9.724,9.724,31.169,1,7,4.185,4.185,27.829,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,1,6,biracial- black/white,4,9,Non-moral - Bad - Mental states,,,,T-N-B-Ms|N-B-Ms-Time1|S-N-B-Ms|N-B-Ms-Time2|G-N-B-Ms|Q90,,,,,42.34790039,-87.86710358,-1
R_1GPHxDbkF0jS4bI,Default Response Set,Anonymous,,,68.204.0.110,0,8/15/2016 14:37,8/15/2016 14:38,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.2,11.2,11.808,1,4,7.382,7.382,8.063,1,2,7.349,7.349,7.901,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2,5,,4,7,Moral - Bad - No mental states,,,,,,T-M-B-No|M-B-No-Time1|G-M-B-No|M-B-No-Time2|S-M-B-No|M-B-No-Time3,,,28.68119812,-81.27629852,-1
R_5540wxnptBlQL7j,Default Response Set,Anonymous,,,144.160.226.96,0,8/15/2016 14:36,8/15/2016 14:38,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.342,20.678,21.577,3,3,18.467,23.939,24.604,2,1,12.768,12.768,13.247,1,,30,1,5,,6,3,Moral - Bad - Mental states,,,,,,,,G-M-B-Ms|M-B-Ms-Time1|T-M-B-Ms|M-B-Ms-Time2|S-M-B-Ms|M-B-Ms-Time3,34.07539368,-84.2940979,-1
R_2BaKTFLJPCSII3v,Default Response Set,Anonymous,,,144.160.226.96,0,8/15/2016 14:37,8/15/2016 14:38,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,25.519,29.99,31.01,2,5,11.911,11.911,14.166,1,6,14.96,15.544,16.063,2,,,,,,,,,,,,,,,,,31,2,5,,7,3,Moral - Good - Mental states,,,,,,,G-M-G-Ms|M-G-Ms-Time1|S-M-G-Ms|M-G-Ms-Time2|T-M-G-Ms|M-G-Ms-Time3,,34.07539368,-84.2940979,-1
R_3mfxueY9tlweln8,Default Response Set,Anonymous,,,64.136.248.126,0,8/15/2016 14:36,8/15/2016 14:38,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27.693,27.693,35.799,1,1,25.931,26.956,27.613,2,1,18.332,18.332,25.414,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2,5,,6,5,Moral - Bad - No mental states,,,,,,S-M-B-No|M-B-No-Time1|T-M-B-No|M-B-No-Time2|G-M-B-No|M-B-No-Time3,,,42.38999939,-85.19460297,-1
R_2cb9hD2yamFqUnf,Default Response Set,Anonymous,,,24.163.108.219,0,8/15/2016 14:36,8/15/2016 14:38,1,1,6,24.6,25.849,26.714,2,6,21.305,21.305,23.396,1,6,23.885,23.885,25.942,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2,5,,5,4,Non-moral - Good - No mental states,G-N-G-No|N-G-No-Time1|T-N-G-No|N-G-No-Time2|S-N-G-No|N-G-No-Time3,,,,,,,,35.88960266,-78.92440033,-1
R_9pN7k1m7ROG1HeF,Default Response Set,Anonymous,,,174.75.73.177,0,8/15/2016 14:38,8/15/2016 14:39,1,1,6,2.294,16.374,17.301,2,6,8.576,8.576,9.551,1,5,11.24,11.528,12.645,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1,5,,5,4,Non-moral - Good - No mental states,S-N-G-No|N-G-No-Time1|G-N-G-No|N-G-No-Time2|T-N-G-No|N-G-No-Time3,,,,,,,,38.90119934,-77.26529694,-1
R_ZrTsbv3WZYhQujf,Default Response Set,Anonymous,,,73.99.93.43,0,8/15/2016 14:37,8/15/2016 14:39,1,1,,,,,,,,,,,,,,,,2,7.7,7.7,9,1,3,9.42,51.753,52.381,3,3,6.046,11.59,13.292,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,5,,2,7,Non-moral - Bad - No mental states,,T-N-B-No|N-B-No-Time1|S-N-B-No|N-B-No-Time2|G-N-B-No|N-B-No-Time3,,,,,,,37.51600647,-77.50050354,-1
R_1pXbuYLM4ezYZzj,Default Response Set,Anonymous,,,66.87.78.195,0,8/15/2016 14:37,8/15/2016 14:39,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,32.368,32.368,33.335,1,6,27.749,27.749,28.739,1,6,28.568,29.823,31.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,1,5,,5,8,Non-moral - Bad - Mental states,,,,G-N-B-Ms|N-B-Ms-Time1|T-N-B-Ms|N-B-Ms-Time2|S-N-B-Ms|Q90,,,,,41.92059326,-87.7016983,-1
R_2YymvN5Uchdb8MH,Default Response Set,Anonymous,,,107.4.238.160,0,8/15/2016 14:33,8/15/2016 14:39,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,183.41,190.424,191.819,2,7,132.051,132.051,133.578,1,7,8.311,8.311,10.672,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,1,5,,4,9,Non-moral - Bad - Mental states,,,,S-N-B-Ms|N-B-Ms-Time1|G-N-B-Ms|N-B-Ms-Time2|T-N-B-Ms|Q90,,,,,44.97290039,-93.28730011,-1
R_2wtSmAOHLoSDI2i,Default Response Set,Anonymous,,,66.193.25.66,0,8/15/2016 14:37,8/15/2016 14:39,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,44.312,44.312,45.372,1,7,25.723,25.723,26.793,1,7,35.594,35.594,37.412,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,5,,4,9,Non-moral - Good - Mental states,,,T-N-G-Ms|N-G-Ms-Time1|G-N-G-Ms|N-G-Ms-Time2|S-N-G-Ms|N-G-Ms-Time3,,,,,,39.29040527,-76.61219788,-1
